model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize,car_age,usage_category,price_tier,annual_mileage,liquidity_score,as_bargin
 X7,2020,64995,Semi-Auto,1501,Diesel,145,33.6,3.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 X6,2019,54995,Semi-Auto,3455,Diesel,145,34.9,3.0,7,В хорошем состоянии,Люкс,493.6,78.4,False
 X1,2013,11995,Semi-Auto,64637,Diesel,160,51.4,2.0,13,Высокое использование,Бюджетные,4972.1,50.7,False
 X2,2019,27995,Semi-Auto,1501,Diesel,145,50.4,2.0,7,В хорошем состоянии,Люкс,214.4,78.8,False
 5 Series,2019,31995,Semi-Auto,1912,Diesel,145,65.7,2.0,7,В хорошем состоянии,Люкс,273.1,78.7,False
 4 Series,2019,34995,Semi-Auto,11,Diesel,145,53.3,3.0,7,В хорошем состоянии,Люкс,1.6,79.0,False
 X1,2019,27495,Semi-Auto,11,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1.6,79.0,False
 X1,2019,26995,Semi-Auto,11,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1.6,79.0,False
 1 Series,2018,15250,Automatic,11487,Petrol,145,55.5,1.5,8,Высокое использование,Средний класс,1435.9,74.2,False
 2 Series,2017,15800,Automatic,51468,Diesel,125,60.1,2.0,9,Высокое использование,Средний класс,5718.7,64.8,False
 2 Series,2015,13500,Manual,24621,Petrol,145,47.9,2.0,11,Высокое использование,Бюджетные,2238.3,63.1,False
 3 Series,2013,8995,Manual,32939,Diesel,30,62.8,2.0,13,Высокое использование,Бюджетные,2533.8,55.7,False
 2 Series,2018,19000,Semi-Auto,7680,Petrol,145,39.2,1.5,8,Высокое использование,Средний класс,960.0,74.8,False
 3 Series,2017,15300,Semi-Auto,16935,Petrol,125,51.4,2.0,9,Высокое использование,Средний класс,1881.7,70.3,False
 X1,2017,14300,Manual,30533,Diesel,150,68.9,2.0,9,Высокое использование,Бюджетные,3392.6,68.1,True
 X1,2019,25995,Manual,1501,Petrol,145,51.4,1.5,7,В хорошем состоянии,Премиум,214.4,78.8,False
 3 Series,2020,30995,Semi-Auto,1501,Petrol,145,42.2,2.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 M4,2019,56995,Semi-Auto,1501,Petrol,145,34.0,3.0,7,В хорошем состоянии,Люкс,214.4,78.8,False
 3 Series,2020,30995,Semi-Auto,1501,Diesel,145,52.3,2.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 M4,2019,49995,Semi-Auto,1501,Petrol,145,34.0,3.0,7,В хорошем состоянии,Люкс,214.4,78.8,False
 4 Series,2019,28995,Semi-Auto,1501,Diesel,145,65.7,2.0,7,В хорошем состоянии,Люкс,214.4,78.8,False
 3 Series,2020,34995,Semi-Auto,11,Diesel,145,49.6,2.0,6,В хорошем состоянии,Люкс,1.8,82.0,False
 2 Series,2017,16498,Semi-Auto,22919,Diesel,145,64.2,2.0,9,Высокое использование,Средний класс,2546.6,69.3,False
 X5,2018,37498,Automatic,25930,Petrol,145,29.1,4.4,8,Высокое использование,Люкс,3241.2,71.9,False
 3 Series,2019,26995,Semi-Auto,9907,Diesel,145,52.3,2.0,7,В хорошем состоянии,Премиум,1415.3,77.4,False
 1 Series,2019,24995,Manual,1501,Petrol,145,41.5,1.5,7,В хорошем состоянии,Премиум,214.4,78.8,False
 2 Series,2019,27995,Semi-Auto,11,Petrol,145,39.8,3.0,7,В хорошем состоянии,Люкс,1.6,79.0,False
 1 Series,2017,20998,Semi-Auto,22018,Petrol,145,39.8,3.0,9,Высокое использование,Премиум,2446.4,69.5,False
 X1,2016,17998,Semi-Auto,45944,Diesel,150,55.4,2.0,10,Высокое использование,Средний класс,4594.4,62.6,False
 2 Series,2015,10998,Semi-Auto,51719,Diesel,20,68.9,2.0,11,Высокое использование,Бюджетные,4701.7,58.7,True
 5 Series,2017,23500,Semi-Auto,27726,Hybrid,135,156.9,2.0,9,Высокое использование,Премиум,3080.7,68.6,False
 X1,2014,10295,Semi-Auto,55000,Diesel,150,56.5,2.0,12,Высокое использование,Бюджетные,4583.3,55.2,False
 1 Series,2016,12995,Semi-Auto,33291,Diesel,20,67.3,2.0,10,Высокое использование,Бюджетные,3329.1,64.7,False
 5 Series,2018,25995,Semi-Auto,30418,Diesel,145,60.1,3.0,8,Высокое использование,Премиум,3802.2,71.1,False
 3 Series,2019,36995,Semi-Auto,3040,Petrol,145,34.9,3.0,7,В хорошем состоянии,Люкс,434.3,78.5,False
 1 Series,2017,15995,Semi-Auto,21469,Diesel,20,70.6,2.0,9,Высокое использование,Средний класс,2385.4,69.6,False
 X5,2019,46995,Semi-Auto,5966,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,852.3,78.0,False
 X5,2019,52995,Semi-Auto,6326,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,903.7,78.0,False
 X5,2019,52995,Semi-Auto,6997,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,999.6,77.9,False
 X1,2016,19495,Semi-Auto,38267,Petrol,160,44.8,2.0,10,Высокое использование,Средний класс,3826.7,63.9,False
 1 Series,2019,19495,Manual,7753,Diesel,145,65.7,2.0,7,В хорошем состоянии,Средний класс,1107.6,77.8,False
 2 Series,2017,16498,Semi-Auto,26335,Diesel,145,64.2,2.0,9,Высокое использование,Средний класс,2926.1,68.8,False
 5 Series,2018,25998,Semi-Auto,7776,Diesel,145,49.6,2.0,8,Высокое использование,Премиум,972.0,74.8,False
 1 Series,2018,17991,Manual,7100,Petrol,145,37.2,1.5,8,Высокое использование,Средний класс,887.5,74.9,False
 1 Series,2017,12495,Manual,44506,Diesel,145,68.9,2.0,9,Высокое использование,Бюджетные,4945.1,65.9,True
 7 Series,2019,59995,Semi-Auto,1501,Diesel,145,41.5,3.0,7,В хорошем состоянии,Люкс,214.4,78.8,False
 1 Series,2014,9991,Manual,49064,Diesel,30,65.7,2.0,12,Высокое использование,Бюджетные,4088.7,56.1,False
 1 Series,2016,11470,Manual,18802,Diesel,0,83.1,1.5,10,Высокое использование,Бюджетные,1880.2,67.0,False
 3 Series,2017,14590,Manual,34552,Diesel,30,65.7,2.0,9,Высокое использование,Бюджетные,3839.1,67.5,True
 3 Series,2016,17991,Semi-Auto,30100,Diesel,145,53.3,3.0,10,Высокое использование,Средний класс,3010.0,65.2,False
 X4,2015,21437,Automatic,33289,Diesel,200,47.9,3.0,11,Высокое использование,Премиум,3026.3,61.7,False
 1 Series,2014,10540,Automatic,45263,Diesel,30,64.2,2.0,12,Высокое использование,Бюджетные,3771.9,56.8,False
 3 Series,2018,19998,Semi-Auto,23050,Petrol,145,48.7,2.0,8,Высокое использование,Средний класс,2881.2,72.3,False
 X1,2020,29995,Semi-Auto,1501,Diesel,145,50.4,2.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 5 Series,2020,31995,Semi-Auto,1501,Hybrid,145,49.6,2.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 4 Series,2020,27495,Semi-Auto,10,Diesel,145,65.7,2.0,6,В хорошем состоянии,Премиум,1.7,82.0,False
 4 Series,2020,27495,Semi-Auto,10,Petrol,145,48.7,2.0,6,В хорошем состоянии,Премиум,1.7,82.0,False
 X2,2020,31995,Semi-Auto,1501,Diesel,145,61.4,2.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 2 Series,2020,32995,Semi-Auto,1501,Petrol,145,36.2,2.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 8 Series,2020,59995,Semi-Auto,1501,Petrol,145,31.7,3.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 2 Series,2020,28995,Semi-Auto,1501,Diesel,145,49.6,2.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 5 Series,2016,21298,Semi-Auto,40120,Diesel,200,47.9,3.0,10,Высокое использование,Премиум,4012.0,63.6,False
 2 Series,2017,16498,Semi-Auto,12458,Diesel,30,64.2,2.0,9,Высокое использование,Средний класс,1384.2,71.0,False
 1 Series,2017,20698,Automatic,20763,Petrol,145,39.8,3.0,9,Высокое использование,Премиум,2307.0,69.7,False
 2 Series,2017,13998,Manual,23541,Diesel,20,68.9,1.5,9,Высокое использование,Бюджетные,2615.7,69.2,False
 3 Series,2018,20998,Semi-Auto,23833,Diesel,150,57.7,2.0,8,Высокое использование,Премиум,2979.1,72.2,False
 3 Series,2017,18698,Semi-Auto,40841,Diesel,150,64.2,2.0,9,Высокое использование,Средний класс,4537.9,66.5,False
 2 Series,2017,16498,Semi-Auto,22645,Diesel,145,64.2,2.0,9,Высокое использование,Средний класс,2516.1,69.4,False
 1 Series,2015,11995,Semi-Auto,23484,Diesel,30,64.2,2.0,11,Высокое использование,Бюджетные,2134.9,63.2,False
 3 Series,2016,12950,Manual,59833,Diesel,125,61.4,2.0,10,Высокое использование,Бюджетные,5983.3,60.4,True
 4 Series,2017,16507,Automatic,26800,Diesel,30,65.7,2.0,9,Высокое использование,Средний класс,2977.8,68.7,False
 3 Series,2019,27995,Semi-Auto,3751,Diesel,145,52.3,2.0,7,В хорошем состоянии,Люкс,535.9,78.4,False
 4 Series,2019,27995,Semi-Auto,1501,Diesel,145,65.7,2.0,7,В хорошем состоянии,Люкс,214.4,78.8,False
 X4,2019,33995,Semi-Auto,7141,Diesel,145,42.8,2.0,7,В хорошем состоянии,Люкс,1020.1,77.9,False
 5 Series,2013,8997,Manual,82949,Diesel,30,62.8,2.0,13,Высокое использование,Бюджетные,6380.7,47.7,True
 3 Series,2016,16247,Automatic,28384,Diesel,125,60.1,2.0,10,Высокое использование,Средний класс,2838.4,65.5,False
 5 Series,2016,16000,Semi-Auto,30070,Diesel,30,62.8,2.0,10,Высокое использование,Средний класс,3007.0,65.2,False
 X4,2016,18860,Semi-Auto,75680,Diesel,145,54.3,2.0,10,Высокое использование,Средний класс,7568.0,57.9,False
 X1,2016,17360,Semi-Auto,25710,Diesel,30,65.7,2.0,10,Высокое использование,Средний класс,2571.0,65.9,False
 3 Series,2016,14050,Semi-Auto,45741,Hybrid,0,148.7,2.0,10,Высокое использование,Бюджетные,4574.1,62.7,False
 5 Series,2015,14495,Automatic,35980,Diesel,30,62.8,2.0,11,Высокое использование,Бюджетные,3270.9,61.2,False
 4 Series,2016,16550,Semi-Auto,31125,Petrol,165,46.3,2.0,10,Высокое использование,Средний класс,3112.5,65.0,False
 3 Series,2016,17250,Automatic,31561,Hybrid,0,134.5,2.0,10,Высокое использование,Средний класс,3156.1,65.0,False
 X5,2019,47995,Semi-Auto,4339,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,619.9,78.3,False
 1 Series,2020,23995,Manual,1501,Diesel,145,57.7,1.5,6,В хорошем состоянии,Премиум,250.2,81.8,False
 X7,2020,69995,Semi-Auto,1501,Diesel,145,33.6,3.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 1 Series,2015,15995,Semi-Auto,26629,Diesel,125,60.1,2.0,11,Высокое использование,Средний класс,2420.8,62.7,False
 2 Series,2020,29995,Semi-Auto,1501,Diesel,145,49.6,2.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 X4,2020,44995,Semi-Auto,11,Diesel,145,37.2,3.0,6,В хорошем состоянии,Люкс,1.8,82.0,False
 Z4,2020,34995,Semi-Auto,1501,Petrol,145,38.7,2.0,6,В хорошем состоянии,Люкс,250.2,81.8,False
 5 Series,2017,21470,Semi-Auto,35138,Diesel,145,62.8,2.0,9,Высокое использование,Премиум,3904.2,67.4,False
 1 Series,2016,11497,Manual,52409,Diesel,30,65.7,2.0,10,Высокое использование,Бюджетные,5240.9,61.6,False
 3 Series,2015,14247,Automatic,51650,Diesel,145,56.5,2.0,11,Высокое использование,Бюджетные,4695.5,58.7,False
 2 Series,2019,23950,Semi-Auto,2918,Diesel,150,49.6,2.0,7,В хорошем состоянии,Премиум,416.9,78.5,False
 X3,2017,20950,Semi-Auto,30148,Diesel,150,54.3,2.0,9,Высокое использование,Премиум,3349.8,68.2,False
 X4,2020,44950,Semi-Auto,100,Petrol,150,26.9,3.0,6,В хорошем состоянии,Люкс,16.7,82.0,False
 5 Series,2019,36450,Semi-Auto,5700,Diesel,150,51.4,3.0,7,В хорошем состоянии,Люкс,814.3,78.1,False
 4 Series,2019,25450,Semi-Auto,9204,Petrol,150,46.3,2.0,7,В хорошем состоянии,Премиум,1314.9,77.5,False
 X1,2017,14500,Manual,28205,Diesel,150,68.9,2.0,9,Высокое использование,Бюджетные,3133.9,68.5,True
 2 Series,2018,18991,Semi-Auto,1100,Diesel,145,67.3,2.0,8,Высокое использование,Средний класс,137.5,75.8,False
 3 Series,2017,17997,Automatic,28379,Diesel,145,62.8,2.0,9,Высокое использование,Средний класс,3153.2,68.5,False
 X1,2018,18697,Automatic,45268,Diesel,145,57.6,2.0,8,Высокое использование,Средний класс,5658.5,68.8,True
 3 Series,2014,11740,Manual,81838,Diesel,125,57.6,2.0,12,Высокое использование,Бюджетные,6819.8,50.9,False
 1 Series,2013,7991,Manual,49479,Petrol,125,51.4,1.6,13,Высокое использование,Бюджетные,3806.1,53.1,False
 2 Series,2017,16498,Semi-Auto,22056,Diesel,145,64.2,2.0,9,Высокое использование,Средний класс,2450.7,69.5,False
 3 Series,2019,29950,Semi-Auto,4629,Diesel,150,48.7,2.0,7,В хорошем состоянии,Люкс,661.3,78.3,False
 1 Series,2019,30950,Semi-Auto,5453,Petrol,150,34.5,2.0,7,В хорошем состоянии,Люкс,779.0,78.1,False
 X6,2016,32950,Semi-Auto,44914,Diesel,240,42.8,3.0,10,Высокое использование,Люкс,4491.4,62.8,False
 2 Series,2019,22950,Semi-Auto,7477,Petrol,150,47.9,2.0,7,В хорошем состоянии,Премиум,1068.1,77.8,False
 5 Series,2019,27950,Semi-Auto,9239,Hybrid,150,62.8,2.0,7,В хорошем состоянии,Люкс,1319.9,77.5,False
 1 Series,2017,15950,Manual,13261,Diesel,150,70.6,1.5,9,Высокое использование,Средний класс,1473.4,70.9,False
 3 Series,2020,41950,Semi-Auto,8,Petrol,150,33.6,3.0,6,В хорошем состоянии,Люкс,1.3,82.0,False
 1 Series,2018,15950,Semi-Auto,17200,Diesel,150,44.1,2.0,8,Высокое использование,Средний класс,2150.0,73.2,False
 X5,2015,28950,Automatic,36439,Diesel,205,47.1,3.0,11,Высокое использование,Люкс,3312.6,61.2,False
 X3,2020,34950,Semi-Auto,2500,Diesel,145,54.3,2.0,6,В хорошем состоянии,Люкс,416.7,81.6,False
 3 Series,2014,14950,Semi-Auto,66008,Diesel,150,54.3,3.0,12,Высокое использование,Средний класс,5500.7,53.4,False
 3 Series,2020,37950,Semi-Auto,100,Diesel,145,47.9,3.0,6,В хорошем состоянии,Люкс,16.7,82.0,False
 X3,2019,34950,Semi-Auto,5492,Diesel,145,54.3,2.0,7,В хорошем состоянии,Люкс,784.6,78.1,False
 1 Series,2015,9985,Manual,43834,Diesel,20,72.4,1.5,11,Высокое использование,Бюджетные,3984.9,60.0,False
 3 Series,2017,18738,Semi-Auto,20422,Diesel,150,60.1,2.0,9,Высокое использование,Средний класс,2269.1,69.7,False
 2 Series,2015,10691,Manual,41347,Diesel,20,74.3,1.5,11,Высокое использование,Бюджетные,3758.8,60.4,True
 X3,2013,12291,Semi-Auto,75395,Diesel,160,50.4,2.0,13,Высокое использование,Бюджетные,5799.6,48.9,False
 3 Series,2013,10991,Manual,68067,Diesel,125,57.6,2.0,13,Высокое использование,Бюджетные,5235.9,50.1,False
 1 Series,2016,14995,Semi-Auto,34700,Diesel,20,67.3,2.0,10,Высокое использование,Средний класс,3470.0,64.4,False
 1 Series,2017,13495,Manual,25491,Diesel,150,68.9,2.0,9,Высокое использование,Бюджетные,2832.3,68.9,False
 3 Series,2017,18995,Automatic,49954,Diesel,200,49.6,3.0,9,Высокое использование,Средний класс,5550.4,65.0,False
 1 Series,2014,9250,Manual,61490,Petrol,145,50.4,1.6,12,Высокое использование,Бюджетные,5124.2,54.2,True
 3 Series,2015,14950,Manual,44538,Diesel,125,57.6,2.0,11,Высокое использование,Средний класс,4048.9,59.9,False
 2 Series,2020,35250,Semi-Auto,100,Diesel,150,49.6,2.0,6,В хорошем состоянии,Люкс,16.7,82.0,False
 1 Series,2019,19950,Semi-Auto,11686,Diesel,145,48.7,2.0,7,В хорошем состоянии,Средний класс,1669.4,77.1,False
 X5,2019,56450,Semi-Auto,4445,Diesel,145,33.6,3.0,7,В хорошем состоянии,Люкс,635.0,78.3,False
 X5,2019,52450,Semi-Auto,101,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,14.4,79.0,False
 2 Series,2017,16950,Semi-Auto,11569,Petrol,150,53.3,1.5,9,Высокое использование,Средний класс,1285.4,71.1,False
 2 Series,2019,21950,Semi-Auto,15470,Diesel,150,47.1,2.0,7,В хорошем состоянии,Премиум,2210.0,76.5,False
 3 Series,2015,17999,Semi-Auto,30760,Diesel,145,56.5,3.0,11,Высокое использование,Средний класс,2796.4,62.1,False
 3 Series,2017,20799,Semi-Auto,19559,Petrol,145,48.7,2.0,9,Высокое использование,Премиум,2173.2,69.9,False
 4 Series,2018,21290,Automatic,3475,Petrol,145,45.6,2.0,8,Высокое использование,Премиум,434.4,75.4,False
 1 Series,2017,13490,Manual,12312,Petrol,150,53.3,1.5,9,Высокое использование,Бюджетные,1368.0,71.0,False
 3 Series,2017,20400,Semi-Auto,28250,Diesel,145,51.4,3.0,9,Высокое использование,Премиум,3138.9,68.5,False
 1 Series,2019,19950,Semi-Auto,9119,Petrol,145,54.3,1.5,7,В хорошем состоянии,Средний класс,1302.7,77.5,False
 2 Series,2016,13950,Semi-Auto,35292,Diesel,125,61.4,2.0,10,Высокое использование,Бюджетные,3529.2,64.4,False
 1 Series,2017,17950,Semi-Auto,17988,Diesel,145,61.4,2.0,9,Высокое использование,Средний класс,1998.7,70.1,False
 3 Series,2019,41450,Semi-Auto,423,Petrol,145,34.9,3.0,7,В хорошем состоянии,Люкс,60.4,78.9,False
 7 Series,2018,36450,Semi-Auto,17192,Petrol,145,35.3,4.4,8,Высокое использование,Люкс,2149.0,73.2,False
 X2,2019,27950,Semi-Auto,7419,Diesel,145,58.9,2.0,7,В хорошем состоянии,Люкс,1059.9,77.8,False
 Z4,2019,31450,Semi-Auto,8626,Petrol,145,38.7,2.0,7,В хорошем состоянии,Люкс,1232.3,77.6,False
 2 Series,2015,13450,Semi-Auto,21150,Petrol,30,55.4,1.5,11,Высокое использование,Бюджетные,1922.7,63.6,False
 1 Series,2014,14950,Semi-Auto,56355,Petrol,235,37.7,3.0,12,Высокое использование,Средний класс,4696.2,55.0,False
 1 Series,2017,14950,Manual,9463,Diesel,145,72.4,1.5,9,Высокое использование,Средний класс,1051.4,71.5,False
 3 Series,2017,15290,Semi-Auto,61610,Petrol,145,48.7,2.0,9,Высокое использование,Средний класс,6845.6,63.1,False
 3 Series,2016,13240,Manual,23255,Petrol,150,48.7,2.0,10,Высокое использование,Бюджетные,2325.5,66.3,False
 4 Series,2017,16395,Semi-Auto,48360,Diesel,145,65.7,2.0,9,Высокое использование,Средний класс,5373.3,65.3,True
 X3,2016,23450,Semi-Auto,23961,Diesel,145,54.3,2.0,10,Высокое использование,Премиум,2396.1,66.2,False
 X5,2017,34950,Automatic,32738,Diesel,200,47.1,3.0,9,Высокое использование,Люкс,3637.6,67.8,False
 2 Series,2020,19950,Manual,100,Petrol,145,52.3,1.5,6,В хорошем состоянии,Средний класс,16.7,82.0,True
 5 Series,2019,32950,Semi-Auto,101,Diesel,145,55.4,2.0,7,В хорошем состоянии,Люкс,14.4,79.0,False
 5 Series,2019,30750,Semi-Auto,101,Diesel,145,60.1,2.0,7,В хорошем состоянии,Люкс,14.4,79.0,False
 5 Series,2019,31750,Semi-Auto,101,Hybrid,145,60.1,2.0,7,В хорошем состоянии,Люкс,14.4,79.0,False
 4 Series,2019,28750,Semi-Auto,101,Diesel,145,58.9,2.0,7,В хорошем состоянии,Люкс,14.4,79.0,False
 3 Series,2018,27450,Semi-Auto,12521,Petrol,145,41.5,3.0,8,Высокое использование,Премиум,1565.1,74.0,False
 4 Series,2020,26950,Semi-Auto,2755,Diesel,145,65.7,2.0,6,В хорошем состоянии,Премиум,459.2,81.6,False
 1 Series,2020,27950,Manual,1638,Petrol,145,41.5,1.5,6,В хорошем состоянии,Люкс,273.0,81.7,False
 X1,2020,26950,Semi-Auto,811,Petrol,145,40.9,1.5,6,В хорошем состоянии,Премиум,135.2,81.9,False
 3 Series,2016,9250,Manual,79470,Diesel,20,72.4,2.0,10,Высокое использование,Бюджетные,7947.0,57.3,True
 2 Series,2017,16298,Semi-Auto,23388,Diesel,145,64.2,2.0,9,Высокое использование,Средний класс,2598.7,69.3,False
 X5,2018,37498,Automatic,25160,Petrol,145,29.1,4.4,8,Высокое использование,Люкс,3145.0,72.0,False
 2 Series,2018,21998,Automatic,9566,Hybrid,135,113.0,1.5,8,Высокое использование,Премиум,1195.8,74.5,False
 3 Series,2017,22798,Semi-Auto,16996,Diesel,145,56.5,3.0,9,Высокое использование,Премиум,1888.4,70.3,False
 1 Series,2019,20998,Semi-Auto,13942,Diesel,150,60.1,2.0,7,В хорошем состоянии,Премиум,1991.7,76.8,False
 X1,2014,11298,Semi-Auto,33046,Diesel,160,52.3,2.0,12,Высокое использование,Бюджетные,2753.8,58.7,False
 Z4,2019,32950,Semi-Auto,8031,Petrol,145,37.2,2.0,7,В хорошем состоянии,Люкс,1147.3,77.7,False
 1 Series,2019,19950,Semi-Auto,9859,Diesel,145,67.3,2.0,7,В хорошем состоянии,Средний класс,1408.4,77.4,False
 2 Series,2016,18990,Automatic,11854,Diesel,145,55.4,2.0,10,Высокое использование,Средний класс,1185.4,68.1,False
 1 Series,2018,14980,Semi-Auto,20438,Petrol,145,55.5,1.5,8,Высокое использование,Средний класс,2554.8,72.7,False
 M5,2015,24310,Semi-Auto,42932,Petrol,555,28.5,4.4,11,Высокое использование,Премиум,3902.9,60.1,False
 5 Series,2019,28450,Semi-Auto,101,Petrol,145,50.4,2.0,7,В хорошем состоянии,Люкс,14.4,79.0,False
 2 Series,2019,21950,Manual,2639,Diesel,145,64.2,2.0,7,В хорошем состоянии,Премиум,377.0,78.6,False
 X3,2019,32450,Semi-Auto,4125,Diesel,145,54.3,2.0,7,В хорошем состоянии,Люкс,589.3,78.3,False
 1 Series,2020,27950,Semi-Auto,100,Diesel,145,51.4,2.0,6,В хорошем состоянии,Люкс,16.7,82.0,False
 X1,2019,28950,Semi-Auto,3759,Diesel,145,50.4,2.0,7,В хорошем состоянии,Люкс,537.0,78.4,False
 2 Series,2018,24950,Semi-Auto,14835,Petrol,145,32.5,3.0,8,Высокое использование,Премиум,1854.4,73.6,False
 X5,2019,54750,Semi-Auto,18673,Diesel,145,33.6,3.0,7,В хорошем состоянии,Люкс,2667.6,76.0,False
 5 Series,2019,36750,Semi-Auto,8027,Diesel,145,51.4,3.0,7,В хорошем состоянии,Люкс,1146.7,77.7,False
 5 Series,2019,30950,Semi-Auto,3795,Diesel,145,55.4,2.0,7,В хорошем состоянии,Люкс,542.1,78.4,False
 3 Series,2019,30950,Semi-Auto,4112,Diesel,145,49.6,2.0,7,В хорошем состоянии,Люкс,587.4,78.3,False
 X3,2016,19950,Semi-Auto,42379,Diesel,145,54.3,2.0,10,Высокое использование,Средний класс,4237.9,63.2,False
 2 Series,2019,24950,Automatic,5042,Hybrid,135,113.0,1.5,7,В хорошем состоянии,Премиум,720.3,78.2,False
 1 Series,2019,16950,Semi-Auto,11794,Diesel,145,72.4,1.5,7,В хорошем состоянии,Средний класс,1684.9,77.1,True
 1 Series,2017,14030,Semi-Auto,40344,Diesel,145,68.9,1.5,9,Высокое использование,Бюджетные,4482.7,66.5,False
 1 Series,2017,13760,Manual,24389,Diesel,145,65.7,2.0,9,Высокое использование,Бюджетные,2709.9,69.1,False
 1 Series,2015,10430,Manual,29454,Petrol,30,56.5,1.5,11,Высокое использование,Бюджетные,2677.6,62.3,False
 X5,2019,49950,Semi-Auto,7220,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,1031.4,77.8,False
 5 Series,2019,29950,Semi-Auto,4043,Diesel,145,60.1,2.0,7,В хорошем состоянии,Люкс,577.6,78.4,False
 1 Series,2018,14995,Semi-Auto,17000,Diesel,145,67.3,2.0,8,Высокое использование,Средний класс,2125.0,73.3,False
 3 Series,2018,18695,Automatic,25876,Diesel,145,64.2,2.0,8,Высокое использование,Средний класс,3234.5,71.9,False
 3 Series,2018,18157,Automatic,28438,Diesel,145,62.8,2.0,8,Высокое использование,Средний класс,3554.8,71.4,False
 X1,2016,19100,Automatic,28785,Diesel,125,57.6,2.0,10,Высокое использование,Средний класс,2878.5,65.4,False
 2 Series,2015,11837,Semi-Auto,27494,Diesel,20,68.9,2.0,11,Высокое использование,Бюджетные,2499.5,62.6,False
 4 Series,2017,18997,Semi-Auto,11328,Petrol,145,48.7,2.0,9,Высокое использование,Средний класс,1258.7,71.2,False
 4 Series,2017,23497,Automatic,14584,Diesel,145,50.4,3.0,9,Высокое использование,Премиум,1620.4,70.7,False
 4 Series,2016,19950,Semi-Auto,37897,Diesel,125,60.1,2.0,10,Высокое использование,Средний класс,3789.7,63.9,False
 M4,2019,44950,Semi-Auto,4931,Petrol,150,34.0,3.0,7,В хорошем состоянии,Люкс,704.4,78.2,False
 X2,2019,27950,Semi-Auto,7946,Diesel,150,58.9,2.0,7,В хорошем состоянии,Люкс,1135.1,77.7,False
 1 Series,2020,32972,Semi-Auto,151,Petrol,150,34.5,2.0,6,В хорошем состоянии,Люкс,25.2,82.0,False
 X3,2018,30980,Semi-Auto,4813,Diesel,145,54.3,2.0,8,Высокое использование,Люкс,601.6,75.2,False
 1 Series,2016,11891,Manual,69219,Diesel,20,68.9,2.0,10,Высокое использование,Бюджетные,6921.9,58.9,False
 5 Series,2018,24999,Automatic,24501,Diesel,145,60.1,2.0,8,Высокое использование,Премиум,3062.6,72.1,False
 4 Series,2017,19491,Automatic,22771,Diesel,145,55.4,3.0,9,Высокое использование,Средний класс,2530.1,69.4,False
 1 Series,2015,11999,Manual,36339,Diesel,30,62.8,2.0,11,Высокое использование,Бюджетные,3303.5,61.2,False
 4 Series,2016,10999,Manual,93421,Diesel,30,62.8,2.0,10,Высокое использование,Бюджетные,9342.1,55.1,True
 3 Series,2020,28950,Semi-Auto,300,Petrol,145,42.2,2.0,6,В хорошем состоянии,Люкс,50.0,82.0,False
 Z4,2020,38950,Semi-Auto,100,Petrol,145,33.2,3.0,6,В хорошем состоянии,Люкс,16.7,82.0,False
 X3,2014,19950,Semi-Auto,23693,Diesel,145,54.3,2.0,12,Высокое использование,Средний класс,1974.4,60.2,False
 1 Series,2019,21950,Manual,5013,Petrol,145,44.1,1.5,7,В хорошем состоянии,Премиум,716.1,78.2,False
 5 Series,2019,31950,Semi-Auto,1355,Diesel,145,55.4,2.0,7,В хорошем состоянии,Люкс,193.6,78.8,False
 2 Series,2015,13950,Semi-Auto,68787,Diesel,125,57.6,2.0,11,Высокое использование,Бюджетные,6253.4,56.0,False
 1 Series,2019,18950,Semi-Auto,15028,Petrol,145,36.7,1.5,7,В хорошем состоянии,Средний класс,2146.9,76.6,False
 1 Series,2019,16950,Semi-Auto,11137,Diesel,145,72.4,1.5,7,В хорошем состоянии,Средний класс,1591.0,77.2,True
 3 Series,2019,23450,Semi-Auto,11629,Diesel,145,62.8,2.0,7,В хорошем состоянии,Премиум,1661.3,77.1,True
 1 Series,2019,19950,Semi-Auto,10102,Diesel,145,48.7,2.0,7,В хорошем состоянии,Средний класс,1443.1,77.4,False
 3 Series,2019,21450,Semi-Auto,14009,Diesel,150,55.4,2.0,7,В хорошем состоянии,Премиум,2001.3,76.8,True
